# Sentences written for this pack where Tatoeba has fewer than two usable
# sentences for a word. Format: Persian<TAB>English. Formal register, 4-9
# words, pack vocabulary where possible. Reviewed by hand; they ship with
# "src": "gen" and no audio. Append only (line order sets the corpus ids).
این مطلب را خواندی؟	Did you read this piece?
مطلب جالبی در روزنامه بود.	There was an interesting piece in the newspaper.
این مرتبه به موقع آمد.	This time he came on time.
در سال‌های اخیر شهر بزرگ شده است.	In recent years the city has grown.
این کارخانه ماشین‌های کوچک تولید می‌کند.	This factory produces small cars.
تولید غذا در کشور بیشتر شد.	Food production in the country increased.
همسر سابقش را در عروسی دید.	He saw his former wife at the wedding.
صدای بلند او را عصبی کرد.	The loud noise made him irritable.
چرا این قدر عصبی هستی؟	Why are you so nervous?
ترکیب این رنگ‌ها زیباست.	The combination of these colours is beautiful.
ترکیب تیم عوض شد.	The team line-up changed.
گل‌ها در بهار رشد می‌کنند.	Flowers grow in spring.
بچه‌ها خیلی سریع رشد می‌کنند.	Children grow very fast.
جواب نهایی چیست؟	What is the final answer?
امتحان نهایی فردا است.	The final exam is tomorrow.
موفقیت برادرش به او انگیزه داد.	His brother's success motivated him.
من انگیزه‌ای ندارم.	I have no motivation.
با اطمینان می‌گویم که او می‌آید.	I say with confidence that he will come.
معلم کلاس را هدایت می‌کند.	The teacher guides the class.
باید ماشین را در برف آهسته برانی.	You must drive the car slowly in the snow.
بچه‌ها برای مدرسه آماده شدند.	The children got ready for school.
بچه‌ها با شن بازی می‌کنند.	The children are playing with sand.
این فقط یک شوخی بود.	This was only a joke.
او شوخی را دوست دارد.	He likes jokes.
کار قبلی من بهتر بود.	My previous job was better.
او سرطان دارد.	He has cancer.
یک ویدیو از سفر گرفتم.	I took a video of the trip.
این ویدیو را دیدی؟	Did you see this video?
خبر در شهر پخش شد.	The news spread in the city.
بازگشت ما فردا است.	Our return is tomorrow.
بعد از بازگشت به خانه خوابیدم.	After returning home I slept.
پول را در صندوق گذاشتم.	I put the money in the box.
چمدان‌ها را در صندوق عقب گذاشتیم.	We put the suitcases in the boot.
او حسابی خسته است.	He is really tired.
پزشک به من گفت کمتر قهوه بخورم.	The doctor told me to drink less coffee.
این غذای محلی است.	This is local food.
مردم محلی خیلی مهربان هستند.	The local people are very kind.
پدرم هفتاد سال دارد و هنوز کار می‌کند.	My father is seventy and still works.
من وزن خود را هر هفته اندازه می‌گیرم.	I measure my weight every week.
او به بیمارستان منتقل شد.	He was transferred to the hospital.
پول به حساب شما منتقل شد.	The money was transferred to your account.
او مشروب نمی‌خورد.	He does not drink alcohol.
پلیس ورود ماشین به این خیابان را ممنوع کرد.	The police banned cars from entering this street.
زخم دستش خوب شد.	The wound on his hand healed.
دکتر زخم را بست.	The doctor dressed the wound.
او اولین کتابش را به مادرش تقدیم کرد.	She dedicated her first book to her mother.
پزشک به من دارو داد.	The doctor gave me medicine.
من با این پیشنهاد مخالف هستم.	I am against this suggestion.
همه با پیشنهاد او مخالفت کردند.	Everyone opposed his suggestion.
از لحاظ مالی مشکلی نداریم.	We have no financial problem.
بانک روبروی مدرسه است.	The bank is opposite the school.
صدای انفجار را شنیدیم.	We heard the sound of an explosion.
انفجار پنجره‌ها را شکست.	The explosion broke the windows.
او در ماه رمضان روزه می‌گیرد.	He fasts in the month of Ramadan.
معلم توضیح داد.	The teacher gave an explanation.
پدربزرگم مرد مذهبی است.	My grandfather is a religious man.
خانواده‌ی ما در روزهای مذهبی به مسجد می‌رود.	Our family goes to the mosque on religious days.
مادرم برای تولد من کیک پخت.	My mother baked a cake for my birthday.
بنا به گفته‌ی او، جلسه لغو شد.	According to him, the meeting was cancelled.
نان را با چاقو برید.	He cut the bread with a knife.
مفهوم این شعر ساده است.	The meaning of this poem is simple.
معلم مفهوم این کلمه را با مثال توضیح داد.	The teacher explained the meaning of this word with an example.
شیراز در جنوب ایران است.	Shiraz is in the south of Iran.
ما تابستان به جنوب کشور سفر کردیم.	In summer we travelled to the south of the country.
مقایسه‌ی این دو کار آسان نیست.	Comparing these two is not easy.
مادربزرگ برای ما یک افسانه‌ی قدیمی تعریف کرد.	Grandmother told us an old legend.
این آلبوم عکس‌های تولد من است.	This album is my birthday photos.
آن‌ها او را پادشاه نامیدند.	They called him king.
او آرام گریست.	She wept quietly.
طرز کار این دستگاه را بلد نیستم.	I don't know how this machine works.
طرز پختن این غذا را از مادرم یاد گرفتم.	I learned how to cook this dish from my mother.
او در تصادف صدمه دید.	He was injured in the accident.
این کار خیلی آسان بود و زود تمام شد.	This job was very easy and finished quickly.
پدرش در تجارت فرش است.	His father is in the carpet trade.
او با این ابزار ماشین را تعمیر کرد.	He repaired the car with this tool.
افسر پلیس به ما کمک کرد.	The police officer helped us.
این در حوزه‌ی کار من نیست.	This is not in my field.
حوزه‌ی علاقه‌ی او تاریخ است.	His area of interest is history.
زیر سایه‌ی درخت نشستیم.	We sat in the shade of the tree.
سایه‌ی او روی دیوار بود.	His shadow was on the wall.
لب‌های او خشک است.	Her lips are dry.
او روی لب رودخانه نشست.	He sat on the bank of the river.
این نقاش سبک خودش را دارد.	This painter has his own style.
امروز صبح خلق او خیلی خوب بود و می‌خندید.	This morning he was in a very good mood and was laughing.
خلق یک اثر هنری زمان می‌برد.	Creating a work of art takes time.
دسترسی به اینترنت اینجا آسان است.	Access to the internet is easy here.
ما به آب دسترسی نداریم.	We have no access to water.
ما هر سال این سنت قدیمی را اجرا می‌کنیم.	Every year we carry out this old tradition.
سنت‌های ایرانی زیبا هستند.	Iranian traditions are beautiful.
این کار قانونی نیست.	This is not legal.
سن قانونی رانندگی هجده است.	The legal driving age is eighteen.
بچه‌ها اتاق خود را تمیز کردند.	The children cleaned their room.
او سال‌ها منتظر انتقام ماند.	He waited years for revenge.
انتقام کار خوبی نیست.	Revenge is not a good thing.
مردم برای حفاظت از جنگل درخت کاشتند.	People planted trees to protect the forest.
دو تیم برای جام رقابت کردند.	The two teams competed for the cup.
رقابت کار را بهتر می‌کند.	Competition makes work better.
مادرم گیاه دوست دارد.	My mother likes plants.
این گیاه آب زیادی می‌خواهد.	This plant needs a lot of water.
کشتی در طوفان غرق شد.	The ship sank in the storm.
این شرکت برای محصول جدیدش تبلیغ زیادی کرد.	This company advertised its new product a lot.
از خجالت صورتش قرمز شد.	His face went red with embarrassment.
بشر به آب نیاز دارد.	Mankind needs water.
حقوق بشر مهم است.	Human rights are important.
سخن او در ذهنم ماند.	His words stayed in my mind.
کتاب من پاره شد.	My book got torn.
لباس او پاره است.	His clothes are torn.
مخصوصاً غذای ایرانی را دوست دارم.	I especially like Iranian food.
گربه در گوشه‌ی اتاق خوابیده است.	The cat is asleep in the corner of the room.
گوشه‌ی خیابان منتظرت هستم.	I am waiting for you on the street corner.
ماشین من خراب است.	My car is broken.
بچه‌ها ناگهان ساکت شدند.	The children suddenly went quiet.
وقتی معلم آمد، همه ساکت شدند.	When the teacher came, everyone went quiet.
فرمانده دستور داد در را ببندند.	The commander ordered the door to be closed.
پلیس دستور داد ماشین بایستد.	The police ordered the car to stop.
یک خانه‌ی گنده خرید.	He bought a huge house.
بیمه‌ی ماشین گران است.	Car insurance is expensive.
دولت غذای مردم را تأمین کرد.	The government provided food for the people.
دولت تأمین آب را بر عهده دارد.	The government is responsible for the water supply.
اعلام نتایج فردا است.	The announcement of the results is tomorrow.
او هر جزء دستگاه را با دقت بررسی کرد.	He checked every part of the machine carefully.
این جزء برنامه‌ی ما نیست.	This is not part of our plan.
ما شب ستاره‌ها را با دوربین مشاهده کردیم.	At night we observed the stars with binoculars.
او یک ساعت طلایی دارد.	He has a golden watch.
موهای او طلایی است.	Her hair is golden.
پدربزرگم یک مزرعه دارد.	My grandfather has a farm.
ما تابستان را در مزرعه گذراندیم.	We spent the summer on the farm.
دیشب خواب بدی دیدم.	I had a bad dream last night.
او هر شب خواب می‌بیند.	He dreams every night.
ما در جشن رقصیدیم.	We danced at the party.
سالن پر از مهمان است.	The hall is full of guests.
توان او برای کار کم شده است.	His ability to work has decreased.
من هر روز صبح به حمام می‌روم.	I go to the shower every morning.
او در سن ده سالگی پیانو یاد گرفت.	He learned the piano at the age of ten.
فرمان ماشین را محکم گرفت.	He held the car's steering wheel tightly.
سربازها منتظر فرمان هستند.	The soldiers are waiting for the order.
بچه‌ها از فیلم ترسناک ترسیدند.	The children were frightened by the scary film.
شب در جنگل ترسناک است.	At night the forest is scary.
این ویروس خطرناک است.	This virus is dangerous.
او ویروس گرفت و مریض شد.	He caught a virus and got sick.
صدای او را ضبط کردم.	I recorded his voice.
ضبط ماشین خراب است.	The car stereo is broken.
او یک گل سرخ به من داد.	He gave me a red rose.
او ریاست شرکت را دارد.	He is in charge of the company.
ریاست جلسه با پدرم بود.	My father chaired the meeting.
از دیدن او تعجب کردم.	I was surprised to see him.
پدرم همه چیز را فراهم کرد.	My father provided everything.
شرایط کار فراهم نیست.	The conditions for work are not ready.
مردم در میدان جمع شدند.	People gathered in the square.
همه دور میز جمع شدیم.	We all gathered around the table.
اینترنت وصل نیست.	The internet is not connected.
دکتر به من قرص داد.	The doctor gave me pills.
ما دیروز از یک قلعه‌ی قدیمی بازدید کردیم.	Yesterday we visited an old castle.
ریشه‌ی این درخت عمیق است.	The roots of this tree are deep.
ریشه‌ی این مشکل کجاست؟	Where is the root of this problem?
باران در سراسر کشور بارید.	It rained throughout the country.
او در سراسر دنیا سفر کرد.	He travelled all over the world.
هر شهروند حق رأی دارد.	Every citizen has the right to vote.
شهروندان به جلسه آمدند.	The citizens came to the meeting.
هزاران نفر در خیابان بودند.	Thousands of people were in the street.
من هفته‌ای یک بار به کتابخانه می‌روم.	I go to the library once a week.
آمار بیکاری بالا رفت.	The unemployment figures went up.
این آمار درست نیست.	These statistics are not correct.
این کار دردسر زیادی دارد.	This job is a lot of trouble.
آشغال‌ها را بیرون ببر.	Take the rubbish out.
پلیس دو نفر را بازداشت کرد.	The police arrested two people.
او یک هفته در بازداشت بود.	He was in detention for a week.
بالاخره از آن کار خلاص شدم.	I finally got rid of that job.
او یک پزشک موفق است.	He is a successful doctor.
امیدوارم موفق باشی.	I hope you succeed.
یک سکه روی زمین پیدا کردم.	I found a coin on the ground.
حافظه‌ی من خوب نیست.	My memory is not good.
هر روز صبح دوش می‌گیرم.	I take a shower every morning.
بعداً به اشتباهم پی بردم.	Later I realised my mistake.
نبرد تا شب ادامه داشت.	The battle went on until night.
سربازها برای نبرد آماده شدند.	The soldiers got ready for battle.
به هیچ وجه این کار را نمی‌کنم.	I will not do this at all.
این وجه را به حساب او بریزید.	Pay this sum into his account.
جزئیات را بعداً به تو می‌گویم.	I will tell you the details later.
باید قیمت را کم کنید.	You must reduce the price.
صدای تلویزیون را کم کن.	Turn down the television.
از وحشت فریاد زد.	He screamed with fear.
آنطور که فکر می‌کنی نیست.	It isn't the way you think.
چرا آنطور حرف زدی؟	Why did you talk like that?
آدرس خانه‌ات را بده.	Give me your home address.
دزدی کار بدی است.	Stealing is a bad thing.
ما سال گذشته به این محله آمدیم.	We moved to this neighbourhood last year.
تکرار کلمه‌ها به یادگیری کمک می‌کند.	Repeating words helps learning.
این اشتباه تکرار شد.	This mistake was repeated.
پرنده بال‌هایش را باز کرد.	The bird spread its wings.
نخست باید دست‌هایت را بشویی.	First you must wash your hands.
نخست باید غذا بخوریم.	First we must eat.
نگهداری از بچه کار سختی است.	Looking after a child is hard work.
یک کپی از این نامه بده.	Give me a copy of this letter.
کپی کردن جواب کار درستی نیست.	Copying the answer is not right.
سعی من این است که زود بیایم.	My aim is to come early.
اکثر مردم این شهر فارسی حرف می‌زنند.	Most people in this city speak Persian.
اکثر دانشجوها امروز آمدند.	Most of the students came today.
محله‌ی ما آرام است.	Our neighbourhood is quiet.
او در محله‌ی قدیمی زندگی می‌کند.	He lives in the old neighbourhood.
ماهی در تور افتاد.	The fish fell into the net.
او حکم اعدام گرفت.	He was sentenced to death.
پاسخ شما درست است.	Your answer is correct.
او شهید شد.	He was martyred.
مردم برای شهید جنگ مراسم گرفتند.	People held a ceremony for the war martyr.
پرده‌ها را باز کن.	Open the curtains.
پرده‌ی اتاق آبی است.	The room's curtain is blue.
این موضوع در جلسه مطرح شد.	This subject was raised in the meeting.
این سوال مطرح است که چرا؟	The question arises: why?
مترجم حرف‌های او را ترجمه کرد.	The interpreter translated his words.
مشاور به من کمک کرد.	The adviser helped me.
آن‌ها برنامه را خوب اجرا کردند.	They carried out the plan well.
ببخشید که زحمت دادم.	Sorry for the trouble.
زحمت کشیدی، ممنون.	You went to a lot of trouble, thanks.
ذخیره‌ی آب کم است.	The water supply is low.
هویت او معلوم نیست.	His identity is not known.
دفتر من در طبقه‌ی پنجم است.	My office is on the fifth floor.
او پنجم شد.	He came fifth.
آن‌ها یک شرکت تجاری کوچک باز کردند.	They opened a small trading company.
من در دبیرستان فرانسه خواندم.	I studied French in high school.
گریه کردن فایده ندارد.	Crying is no use.
با زور در را باز کرد.	He opened the door by force.
این کار موجب خوشحالی من شد.	This made me happy.
خودکشی یک مشکل جدی است.	Suicide is a serious problem.
خودکشی در این کشور کم است.	Suicide is rare in this country.
او یک شمشیر قدیمی دارد.	He has an old sword.
شمشیر روی دیوار است.	The sword is on the wall.
پرتاب توپ را تمرین کن.	Practise throwing the ball.
پرتاب او خیلی خوب بود.	His throw was very good.
یک برگ کاغذ به من بده.	Give me a sheet of paper.
بلیت قطار را خریدم.	I bought the train ticket.
بعد از گفتگوی ما، او آرام‌تر شد.	After our conversation, he became calmer.
طبق رسم ایرانی، مهمان را به چای دعوت کردیم.	Following Iranian custom, we invited the guest for tea.
او لباس غربی می‌پوشد.	He wears Western clothes.
لطفا از در پشتی خارج شوید.	Please leave by the back door.
خروج از کلاس ممنوع است.	Leaving the class is not allowed.
به عقیده‌ی من او درست می‌گوید.	In my opinion he is right.
این یک مرکز فرهنگی است.	This is a cultural centre.
سقف خانه چکه می‌کند.	The roof of the house leaks.
این ستون خیلی قدیمی است.	This column is very old.
فرود هواپیما آرام بود.	The plane's landing was smooth.
من راه را بلد نیستم.	I don't know the way.
او رانندگی بلد است.	He knows how to drive.
جواب صحیح کدام است؟	Which is the correct answer?
این جمله صحیح نیست.	This sentence is not correct.
این به من ربط ندارد.	This has nothing to do with me.
این دو موضوع به هم ربط دارند.	These two subjects are related.
عرضه‌ی این کالا زیاد است.	The supply of this product is large.
این یک جنایت است.	This is a crime.
برگ درخت‌ها زرد شده است.	The leaves of the trees have turned yellow.
او طرفدار این تیم است.	He is a fan of this team.
طرفداران او زیاد هستند.	He has many fans.
ما در یک آپارتمان کوچک زندگی می‌کنیم.	We live in a small apartment.
مسافر در قطار خوابید.	The passenger slept on the train.
متشکرم، خیلی لطف کردید.	Thank you, that was very kind.
کت او روی صندلی است.	His coat is on the chair.
اتهام او دزدی است.	He is accused of theft.
او این اتهام را قبول نکرد.	He did not accept this accusation.
ما هر شب با هم چت می‌کنیم.	We chat together every night.
پلیس ماشین را تعقیب کرد.	The police chased the car.
این دو کتاب مشابه هستند.	These two books are similar.
رمز کامپیوتر را فراموش کردم.	I forgot the computer password.
این یک غذای سنتی است.	This is a traditional dish.
لباس سنتی ایرانی زیباست.	Traditional Iranian clothing is beautiful.
درآمد او خوب است.	His income is good.
درآمد ما کم شده است.	Our income has gone down.
سرباز زخمی به بیمارستان رفت.	The wounded soldier went to hospital.
فهرست غذا را بیاورید.	Bring the menu.
اسم او در فهرست نیست.	His name is not on the list.
یک نوار روی جعبه بود.	There was a ribbon on the box.
این نوار قدیمی را گوش کن.	Listen to this old tape.
یک برش کیک به من بده.	Give me a slice of cake.
برش این نان سخت است.	Cutting this bread is hard.
او خیلی تند راه می‌رود.	He walks very fast.
این ترانه را دوست دارم.	I like this song.
این کار خلاف قانون است.	This is against the law.
این نظریه درست نیست.	This theory is not correct.
شلوار من کثیف است.	My trousers are dirty.
یک شلوار نو خریدم.	I bought new trousers.
عروس خیلی زیبا بود.	The bride was very beautiful.
عروس و داماد رقصیدند.	The bride and groom danced.
این فقط یک بهانه است.	This is only an excuse.
چاره‌ای نداریم.	We have no choice.
اثبات این نظریه سخت است.	Proving this theory is hard.
مادرم چهل سال دارد.	My mother is forty years old.
در ایستگاه سوار قطار شدیم.	We got on the train at the station.
او رژیم گرفته است.	She is on a diet.
رژیم غذایی او سالم است.	His diet is healthy.
در قدیم مردم با اسب سفر می‌کردند.	In the old days people travelled by horse.
این خانه‌ی قدیم پدربزرگم است.	This is my grandfather's old house.
او عضو یک حزب است.	He is a member of a party.
این حزب در انتخابات برد.	This party won the election.
معنی این عبارت چیست؟	What is the meaning of this phrase?
این عبارت را یاد بگیر.	Learn this phrase.
چرخ دوچرخه شکست.	The bicycle wheel broke.
امیر به قصر برگشت.	The emir returned to the palace.
امیر یک مرد مهربان بود.	The emir was a kind man.
از دست این بچه دیوانه شدم.	This child has driven me mad.
او از غم دیوانه شد.	He went mad with grief.
سربازها مسلح بودند.	The soldiers were armed.
این یک معجزه است!	This is a miracle!
زنده ماندن او یک معجزه بود.	His survival was a miracle.
شکنجه در همه‌ی کشورها ممنوع است.	Torture is forbidden in all countries.
او یک متخصص قلب است.	He is a heart specialist.
باید پیش یک متخصص بروی.	You should go to a specialist.
مردم به قیمت‌ها اعتراض دارند.	People are protesting about the prices.
اعتراض ما فایده نداشت.	Our protest was no use.
تحلیل او درست بود.	His analysis was correct.
یک ورق کاغذ بده.	Give me a sheet of paper.
همکار من خیلی مهربان است.	My colleague is very kind.
با همکارانم ناهار خوردم.	I had lunch with my colleagues.
بین آن‌ها اختلاف هست.	There is a disagreement between them.
اختلاف سن ما پنج سال است.	The age difference between us is five years.
نصب این برنامه آسان است.	Installing this program is easy.
برادرم یک برنامه‌ی جدید روی کامپیوتر نصب کرد.	My brother installed a new program on the computer.
کمیته فردا جلسه دارد.	The committee has a meeting tomorrow.
او برای من یک الگو است.	He is a role model for me.
الگوی این لباس ساده است.	The pattern of this dress is simple.
حاصل کار ما خوب بود.	The result of our work was good.
این حاصل سال‌ها تلاش است.	This is the result of years of effort.
شهردار به مدرسه آمد.	The mayor came to the school.
شهردار شهر را تمیز کرد.	The mayor cleaned up the city.
او نامزد انتخابات است.	He is a candidate in the election.
برادرم مهندس است.	My brother is an engineer.
مهندس خانه را طراحی کرد.	The engineer designed the house.
سیم تلفن قطع شد.	The telephone wire was cut.
این سیم برق خطرناک است.	This electric wire is dangerous.
رز گل مورد علاقه‌ی من است.	The rose is my favourite flower.
او یک دسته رز خرید.	He bought a bunch of roses.
خانه‌ی ما ده کیلومتر از شهر دور است.	Our house is ten kilometres from the city.
به من رحم کن.	Have mercy on me.
او به هیچ کس رحم نمی‌کند.	He shows mercy to no one.
پدرم در معدن کار می‌کرد.	My father worked in a mine.
این معدن طلا دارد.	This mine has gold.
یک جفت کفش خریدم.	I bought a pair of shoes.
این دو جفت خوبی هستند.	These two are a good pair.
پاپ در رم زندگی می‌کند.	The Pope lives in Rome.
کلیه‌ی او بیمار است.	His kidney is diseased.
کلیه‌ی دانشجوها آمدند.	All the students came.
این رود به دریا می‌رود.	This river flows to the sea.
بچه در بغل مادرش خوابید.	The child slept in his mother's arms.
پرستار به بیمار دارو داد.	The nurse gave the patient medicine.
ارتفاع این کوه زیاد است.	The height of this mountain is great.
گرمای تابستان زیاد است.	The heat of summer is great.
ماشین منفجر شد.	The car exploded.
بمب منفجر نشد.	The bomb did not explode.
این نوشته‌ی کیست؟	Whose writing is this?
کشور در بحران است.	The country is in crisis.
بحران آب جدی است.	The water crisis is serious.
او در بخش شرقی شهر زندگی می‌کند.	He lives in the eastern part of the city.
این یک غذای شرقی است.	This is an eastern dish.
موش در دام افتاد.	The mouse fell into the trap.
آن‌ها برای ما دام گذاشتند.	They set a trap for us.
او خیلی بامزه است.	He is very funny.
این فیلم بامزه بود.	This film was funny.
در این شهر غریب هستم.	I am a stranger in this city.
حال غریبی دارم.	I have a strange feeling.
این غذا خیلی خوشمزه است.	This food is very tasty.
تیم پیروز جام را گرفت.	The winning team took the cup.
فایل را برای من بفرست.	Send me the file.
بیا به کافه برویم.	Let's go to the café.
این کافه قهوه‌ی خوبی دارد.	This café has good coffee.
بعد از ناهار یک چرت زدم.	I took a nap after lunch.
دانشمند روی این مسئله کار کرد.	The scientist worked on this problem.
لیوان را پر از آب کن.	Fill the glass with water.
بچه‌ها به پدر و مادر وابسته هستند.	Children depend on their parents.
او به خانواده‌اش خیلی وابسته است.	He is very attached to his family.
دادگاه حکم را صادر کرد.	The court issued the ruling.
ایران فرش صادر می‌کند.	Iran exports carpets.
این مسئله خیلی پیچیده است.	This problem is very complicated.
وقت ما محدود است.	Our time is limited.
جای پارک محدود است.	Parking space is limited.
فرار از زندان سخت است.	Escaping from prison is hard.
پادشاه یک تاج طلا داشت.	The king had a gold crown.
تاج روی سر ملکه بود.	The crown was on the queen's head.
این غذای محبوب من است.	This is my favourite food.
مسکن در این شهر گران است.	Housing in this city is expensive.
مشکل مسکن جدی است.	The housing problem is serious.
در این خصوص با او صحبت کردم.	I talked with him about this matter.
به خصوص تابستان را دوست دارم.	I especially like summer.
زیبایی این شهر معروف است.	The beauty of this city is famous.
زیبایی طبیعت را دوست دارم.	I love the beauty of nature.
او در عالم خودش است.	He is in his own world.
در همه‌ی عالم مثل او نیست.	There is no one like him in the whole world.
از دعوت شما ممنونم.	Thank you for your invitation.
او از خوشحالی خود اظهار کرد.	He expressed his happiness.
اظهار نظر او جالب بود.	His comment was interesting.
تحمل گرما سخت است.	Bearing the heat is hard.
خبر انتشار کتاب او را در روزنامه خواندم.	I read the news of his book's publication in the paper.
انتشار خبر سریع بود.	The news spread quickly.
مادرم شیرینی درست کرد.	My mother made sweets.
یک مار در باغ دیدم.	I saw a snake in the garden.
این یک فیلم عاشقانه است.	This is a romantic film.
ترک سیگار سخت است.	Quitting smoking is hard.
یک ترک روی دیوار است.	There is a crack in the wall.
او در آیینه به خودش نگاه کرد.	He looked at himself in the mirror.
عذر می‌خواهم.	I apologise.
مالک این مغازه کیست؟	Who is the owner of this shop?
این دستگاه قابلیت‌های زیادی دارد.	This device has many capabilities.
یک ساختمان عظیم ساختند.	They built an enormous building.
سطح دریاچه صاف است.	The surface of the lake is smooth.
میز ما گرد است.	Our table is round.
این میز گرد است.	This table is round.
شما مجوز ورود ندارید.	You do not have permission to enter.
برای این کار مجوز لازم است.	A permit is needed for this work.
او در سپاه خدمت کرد.	He served in the army.
مقابله با این بیماری سخت است.	Fighting this disease is hard.
دولت برای مقابله با بیکاری برنامه دارد.	The government has a plan to fight unemployment.
شیوه‌ی زندگی آن‌ها ساده است.	Their way of life is simple.
مالیات همه بالا رفت.	Everyone's taxes went up.
او یک رهبر قدرتمند است.	He is a powerful leader.
کنفرانس فردا شروع می‌شود.	The conference starts tomorrow.
من در کنفرانس صحبت کردم.	I spoke at the conference.
این مشکل ناشی از بی‌توجهی است.	This problem comes from carelessness.
سردرد من ناشی از خستگی است.	My headache comes from tiredness.
این کرم برای پوست خوب است.	This cream is good for the skin.
کرم در سیب بود.	There was a worm in the apple.
ارسال بسته به شهر ما فقط دو روز وقت می‌برد.	Sending a parcel to our city takes only two days.
ارسال این بسته گران است.	Sending this parcel is expensive.
او یک انگشتر نقره دارد.	She has a silver ring.
نقره از طلا ارزان‌تر است.	Silver is cheaper than gold.
من به حرف او شک کردم.	I doubted his words.
پلیس به او شک کرد.	The police suspected him.
درگیری در خیابان تمام شد.	The clash in the street ended.
این درگیری دو ساعت طول کشید.	This conflict lasted two hours.
او را در شهر خودش دفن کردند.	They buried him in his own town.
ماشین به چپ پیچید.	The car turned left.
زانوی من درد می‌کند.	My knee hurts.
او روی زانو نشست.	He knelt down.
او یک هنرمند معروف است.	She is a famous artist.
هنرمندان در نمایشگاه بودند.	The artists were at the exhibition.
این دو موضوع با هم مرتبط هستند.	These two subjects are connected.
کار من با کامپیوتر مرتبط است.	My work is connected with computers.
برای او جایگزین پیدا کردیم.	We found a replacement for him.
او پیامبر خدا بود.	He was God's prophet.
مسلمانان پیامبر را دوست دارند.	Muslims love the prophet.
هرچند خسته بودم، به کلاس رفتم.	Although I was tired, I went to class.
تیم ما بازی را باخت.	Our team lost the game.
خرس در جنگل زندگی می‌کند.	The bear lives in the forest.
یک خرس بزرگ دیدیم.	We saw a big bear.
او زبان چینی یاد می‌گیرد.	She is learning Chinese.
مادربزرگ برای ما قصه گفت.	Grandmother told us a story.
این قصه را دوست دارم.	I like this story.
من یک صفحه‌ی وب ساختم.	I made a web page.
دود از خانه بیرون آمد.	Smoke came out of the house.
دود سیگار برای بدن بد است.	Cigarette smoke is bad for the body.
یک کامیون بزرگ در خیابان است.	There is a big truck in the street.
راننده‌ی کامیون خسته بود.	The truck driver was tired.
بودجه‌ی ما کم است.	Our budget is small.
دولت بودجه‌ی مدرسه‌ها را بیشتر کرد.	The government increased the schools' budget.
از جایت تکان نخور!	Don't move from your place!
برگ‌ها در باد تکان می‌خوردند.	The leaves were moving in the wind.
ما به نمایشگاه کتاب رفتیم.	We went to the book fair.
او ساکن تهران است.	He is a resident of Tehran.
ساکنان این خانه مهربان هستند.	The residents of this house are kind.
رفع این مشکل آسان نیست.	Solving this problem is not easy.
رفع خستگی با خواب است.	Sleep gets rid of tiredness.
آب برای حیات لازم است.	Water is necessary for life.
او یک ماشین ورزشی دارد.	He has a sports car.
تقاضا برای این کالا زیاد است.	Demand for this product is high.
ما در ردیف اول نشستیم.	We sat in the first row.
این ردیف صندلی خالی است.	This row of seats is empty.
پرچم ایران سه رنگ دارد.	The Iranian flag has three colours.
دخترم با عروسک بازی می‌کند.	My daughter is playing with a doll.
او با کمال میل کمک کرد.	He helped with great pleasure.
مزاحم نشوید.	Do not disturb.
ببخشید که مزاحم شدم.	Sorry to bother you.
این دو کتاب با هم فرق دارند.	These two books are different.
نظر من با نظر تو فرق دارد.	My opinion differs from yours.
باران برنامه‌ی ما را خراب کرد.	The rain ruined our plans.
او در این کوی زندگی می‌کند.	He lives in this lane.
کوی دانشگاه نزدیک است.	The university quarter is near.
هرکس این را بداند، به من بگوید.	Whoever knows this should tell me.
هرکس یک کتاب دارد.	Everyone has a book.
آتش جنگل را از بین برد.	The fire destroyed the forest.
باید این مشکل را از بین ببریم.	We must get rid of this problem.
این برج خیلی بلند است.	This tower is very tall.
از بالای برج شهر را دیدیم.	We saw the city from the top of the tower.
این مواد شیمیایی خطرناک است.	These chemicals are dangerous.
او در کارخانه‌ی شیمیایی کار می‌کند.	He works in a chemical factory.
راهنما شهر را به ما نشان داد.	The guide showed us the city.
این کتاب راهنمای سفر است.	This book is a travel guide.
در امان خدا باشید.	Go in God's safety.
اینجا از باران در امان هستیم.	Here we are safe from the rain.
بافت این پارچه نرم است.	The texture of this cloth is soft.
بافت شهر قدیمی است.	The fabric of the city is old.
ادب او را همه دوست دارند.	Everyone likes his politeness.
این فقط یک توهم است.	This is only an illusion.
او دچار توهم شده است.	He has started to imagine things.
در حین کار آواز می‌خواند.	He sings while working.
جنبش دانشجویی بزرگ شد.	The student movement grew.
این جنبش صد سال پیش شروع شد.	This movement started a hundred years ago.
یک یادداشت روی میز گذاشتم.	I left a note on the table.
خریدها را در کیسه گذاشتم.	I put the shopping in a bag.
این کیسه سنگین است.	This bag is heavy.
با یک ضرب در را باز کرد.	He opened the door with one blow.
ضرب اعداد را یاد گرفتیم.	We learned multiplication.
در ایستگاه بعد پیاده شدیم.	We got off at the next station.
گور او در این شهر است.	His grave is in this city.
گور پدربزرگم را دیدم.	I saw my grandfather's grave.
دمای هوا امروز پایین است.	The air temperature is low today.
دمای بدنش بالا است.	His body temperature is high.
هوای شهر آلوده است.	The city air is polluted.
آب این رود آلوده است.	The water of this river is polluted.
رعایت قانون لازم است.	Obeying the law is necessary.
